input_lat_tx,input_lon_tx,input_height_tx,input_material_tx,input_lat_rx,input_lon_rx,input_height_rx,input_material_rx,input_use_real_weather,input_fog_density,input_rain_rate,input_surface_temp,input_ambient_temp,input_wavelength_nm,input_tx_power_dbm,link_distance_km,elevation_angle_deg,path_length_m,received_power_dbm,total_loss_db,link_margin_db,link_available,estimated_availability,loss_fog_loss_db,loss_rain_loss_db,loss_molecular_loss_db,loss_geometric_loss_db,loss_total_atmospheric_loss_db,beam_initial_diameter_m,beam_final_diameter_m,beam_beam_spreading_ratio,beam_total_steering_angle_mrad,beam_scintillation_index,atm_num_layers,atm_total_height,atm_avg_fog_density,atm_avg_rain_rate,atm_avg_temperature,atm_total_optical_depth,atm_total_transmission
37.7749,-122.4194,75.0,white_paint,37.7849,-122.4094,30.0,wood,False,1.0,2.0,35.0,30.0,1310.0,20.0,1.4173252285675964,-1.8185270302069108,1418.0394224189217,17.598272375498215,2.4017276245017847,47.59827237549821,True,0.6515577820081591,2.397275150554865,0.004283054618278315,0.00016941932864326082,5.311507056914322,2.401727624501787,0.1,0.2686424540482406,2.686424540482406,-0.015711876800401682,0.5347832956854739,13,125.0,1.0,2.0,29.86384615384611,0.6093560316737775,0.5437008825108969
37.7749,-122.4194,75.0,concrete,37.7849,-122.4094,30.0,concrete,False,0.5,2.0,30.0,15.0,850.0,25.0,1.4173252285675964,-1.8185270302069108,1418.0394224189217,22.89037497614104,2.1096250238589604,52.89037497614104,True,0.5,2.1032745600697,0.005344839744845724,0.001005624044412709,5.150519869368379,2.1096250238589582,0.1,0.26187284027841473,2.6187284027841473,-0.04747595986258553,1.0,13,125.0,0.5,2.0,15.402307692307659,0.5352441799744777,0.5855262988909847
37.7749,-122.4194,20.0,aluminum,37.7849,-122.4094,5.0,white_paint,False,0.2,1.0,30.0,25.0,1550.0,30.0,1.4173252285675964,-0.6063566710115278,1417.4046012110264,29.30846834170033,0.6915316582996702,59.30846834170033,True,0.6842770112234774,0.687680742284912,0.0036934259815815888,0.00015749003317918437,6.074423677024818,0.6915316582996729,0.1,0.3024863716015752,3.024863716015752,-0.12685771180838656,0.46139645727980033,7,70.0,0.19999999999999998,1.0,25.24785714285713,0.05504649364687331,0.9464411434302173
37.7749,-122.4194,15.0,aluminum,37.7849,-122.4094,15.0,steel,False,1.0,1.0,30.0,10.0,1550.0,25.0,1.4173252285675964,0.0,1417.3252285675962,21.293155157786977,3.706844842213023,51.29315515778698,True,0.6026046174555764,3.7026889476800977,0.003977312936126874,0.00017858159680008765,8.016069834789276,3.7068448422130245,0.1,0.4033075989134656,4.033075989134656,-0.4636833997767679,0.6594628899831145,7,65.0,1.0,1.0,11.31928571428574,0.25443516887276657,0.7753543185558461
37.7749,-122.4194,75.0,wood,37.7849,-122.4094,5.0,concrete,False,0.2,10.0,20.0,10.0,850.0,25.0,1.4173252285675964,-2.8274726273280875,1419.0527839140407,25.0,0.0,55.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,1.0,13,125.0,0.20000000000000004,10.0,10.179230769230799,0.22027805208566423,0.8022956869565979
37.7749,-122.4194,100.0,white_paint,37.7849,-122.4094,30.0,black_paint,False,0.5,0.0,40.0,15.0,1310.0,10.0,1.4173252285675964,-2.8274726273280875,1419.0527839140407,10.0,0.0,40.0,True,0.5785782963218815,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.7283745456011164,15,150.0,0.5,0.0,15.431666666666672,0.3649898676451623,0.6942036847604075
37.7749,-122.4194,40.0,aluminum,37.7849,-122.4094,10.0,aluminum,False,3.0,1.0,40.0,15.0,1550.0,30.0,1.4173252285675964,-1.2125775507233312,1417.642692477265,21.97271066837978,8.02728933162022,51.972710668379776,True,0.5958109465682111,8.024289662448593,0.002873147193715707,0.0001265219779083094,8.663903105011407,8.027289331620217,0.1,0.4422819523058996,4.422819523058996,-0.1385876995108792,0.6783847389173732,9,90.0,3.0,1.0,16.19555555555553,1.0560945489962916,0.34781152213208943
37.7749,-122.4194,30.0,black_paint,37.7849,-122.4094,30.0,steel,False,1.0,1.0,10.0,25.0,1310.0,15.0,1.4173252285675964,0.0,1417.3252285675962,11.252412174554083,3.747587825445917,41.25241217455408,True,0.6382800785929013,3.7438558840712757,0.0034623929577889518,0.0002695484168518396,7.297979357077928,3.7475878254459163,0.1,0.3633711210607552,3.6337112106075518,0.04254928446595628,0.5667103416489454,8,80.0,1.0,1.0,24.309999999999945,0.3896529768975163,0.6772918696473256
37.7749,-122.4194,50.0,black_paint,37.7849,-122.4094,75.0,aluminum,False,0.0,50.0,25.0,40.0,850.0,15.0,1.4173252285675964,1.01052738874752,1417.5456971590684,14.842287176532807,0.15771282346719318,44.84228717653281,True,0.5220207334020345,0.0,0.1565577867546504,0.0011550367125431962,4.65368669426132,0.1577128234671936,0.1,0.24175456971590686,2.4175456971590683,0.016561658895141763,0.9156327249359456,10,100.0,0.0,50.0,39.33749999999998,0.02561852622041275,0.9747068438006969
37.7749,-122.4194,15.0,black_paint,37.7849,-122.4094,20.0,wood,False,1.0,0.0,10.0,20.0,850.0,10.0,1.4173252285675964,0.20212559783278145,1417.3340479697047,1.9125991478927709,8.08740085210723,31.91259914789277,True,0.5493729419335986,8.085493575158434,0.0,0.001907276948796841,9.603399219924388,8.087400852107232,0.1,0.5042267617519286,5.042267617519285,0.050915000030911255,0.8202571034539005,7,65.0,1.0,0.0,19.633571428571486,0.555109987932073,0.5740091236478144
37.7749,-122.4194,50.0,concrete,37.7849,-122.4094,20.0,black_paint,False,2.0,10.0,25.0,0.0,1550.0,20.0,1.4173252285675964,-1.2125775507233312,1417.642692477265,20.0,0.0,50.0,True,0.5859864993123421,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.7065239577592737,10,100.0,2.0,10.0,1.2374999999999545,0.7856774270929965,0.4558108185767397
37.7749,-122.4194,30.0,aluminum,37.7849,-122.4094,100.0,black_paint,False,0.1,0.0,30.0,35.0,1550.0,15.0,1.4173252285675964,2.8274726273280875,1419.0527839140407,15.0,0.0,45.0,True,0.7029224400189067,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.42263206161564965,8,80.0,0.1,0.0,34.53499999999997,0.031293839212705496,0.9691907449857764
37.7749,-122.4194,100.0,black_paint,37.7849,-122.4094,5.0,black_paint,False,1.0,5.0,30.0,35.0,1310.0,25.0,1.4173252285675964,-3.8346664754155437,1420.5054746582953,22.99011927439254,2.0098807256074593,52.99011927439254,True,0.6712018350249277,2.0012034584439182,0.008538271924582504,0.00013899523895859005,4.628876387000439,2.0098807256074593,0.1,0.24077977749183063,2.4077977749183064,-0.004719234854698128,0.4898648183267573,15,150.0,1.0,5.0,34.63166666666666,0.7330364035125886,0.48044793923246576
37.7749,-122.4194,10.0,aluminum,37.7849,-122.4094,40.0,wood,False,3.0,5.0,25.0,10.0,1550.0,25.0,1.4173252285675964,1.2125775507233312,1417.642692477265,0.8876140864348779,24.112385913565124,30.887614086434876,True,0.6202330386237422,24.072868987345778,0.039130097914080834,0.00038682830526208604,15.755200099282629,24.112385913565124,0.1,1.126845856917699,11.268458569176989,-0.5772168496203259,0.6122972136713913,6,60.0,3.0,5.0,11.1875,0.7049552627429095,0.4941306798129261
37.7749,-122.4194,40.0,steel,37.7849,-122.4094,20.0,concrete,False,0.2,50.0,25.0,25.0,850.0,20.0,1.4173252285675964,-0.8084520877431657,1417.4663324164667,18.656691134519743,1.3433088654802567,48.65669113451975,True,0.5306196911136759,1.168013631901735,0.17394335720698928,0.0013518763715330163,5.674859033994776,1.3433088654802572,0.1,0.2843907669296929,2.8439076692969287,-0.028323077271803002,0.8845889377025922,9,90.0,0.2,50.0,25.0288888888889,0.1767514530557143,0.8379880380077329
37.7749,-122.4194,50.0,steel,37.7849,-122.4094,15.0,aluminum,False,0.1,1.0,50.0,40.0,1550.0,25.0,1.4173252285675964,-1.4145975541199667,1417.7573147524893,24.756561022753345,0.24343897724665453,54.756561022753345,True,0.6484512883403004,0.24074815378371625,0.0025860415495950707,0.00010478191334211762,4.654224515937788,0.24343897724665345,0.1,0.24177573147524895,2.4177573147524893,-0.07275457953538184,0.5421358828039069,10,100.0,0.1,1.0,40.46749999999997,0.03953695228843918,0.9612344335222758
37.7749,-122.4194,50.0,concrete,37.7849,-122.4094,15.0,black_paint,False,3.0,50.0,30.0,0.0,850.0,20.0,1.4173252285675964,-1.4145975541199667,1417.7573147524893,4.070669466054101,15.9293305339459,34.0706694660541,True,0.5,15.77142097741364,0.1565811584047709,0.0013283981274859412,10.942272145106351,15.929330533945897,0.1,0.6049261198545113,6.049261198545112,-0.16916207693855126,1.0,10,100.0,3.0,50.0,1.4874999999999545,2.587087051975859,0.07523888815464137
37.7749,-122.4194,15.0,wood,37.7849,-122.4094,10.0,concrete,False,0.2,2.0,35.0,25.0,1310.0,10.0,1.4173252285675964,-0.20212559783278145,1417.3340479697047,9.069864796343408,0.930135203656592,39.06986479634341,True,0.5883678597662999,0.9215702598074498,0.008232546348345778,0.00033239750079668354,6.403993563754824,0.9301352036565923,0.1,0.3180513919953392,3.180513919953392,-0.3241333942010719,0.6996169715952886,7,65.0,0.19999999999999998,2.0,25.862142857142885,0.06384331352932113,0.9381519837385027
37.7749,-122.4194,20.0,aluminum,37.7849,-122.4094,5.0,concrete,False,2.0,5.0,35.0,20.0,1310.0,30.0,1.4173252285675964,-0.6063566710115278,1417.4046012110264,21.423565600501693,8.576434399498307,51.42356560050169,True,0.5806582341880336,8.557864106105779,0.018256357324200476,0.00031393606833004395,9.535741261663546,8.576434399498309,0.1,0.499538474787455,4.9953847478745494,-0.32934408340996174,0.7221834482350105,7,70.0,2.0,5.0,20.96214285714285,0.6826916779388889,0.5052551761912607
37.7749,-122.4194,20.0,wood,37.7849,-122.4094,5.0,black_paint,False,1.0,2.0,20.0,10.0,850.0,10.0,1.4173252285675964,-0.6063566710115278,1417.4046012110264,2.480294162472428,7.519705837527572,32.480294162472426,True,0.5,7.508332057227473,0.009540083914588335,0.0018336963855118606,9.17837616096718,7.519705837527573,0.1,0.4753721062837882,4.753721062837881,-0.3009959913857416,1.0,7,70.0,1.0,2.0,10.862142857142885,0.5985744762016577,0.5495945380321788
37.7749,-122.4194,75.0,wood,37.7849,-122.4094,10.0,black_paint,False,3.0,1.0,0.0,20.0,850.0,30.0,1.4173252285675964,-2.625803809951218,1418.8149292751993,17.369750921755664,12.630249078244336,47.36975092175567,True,0.5,12.626548877327453,0.0027112073763549396,0.000988993540531648,9.603621526891322,12.63024907824434,0.1,0.504242226550965,5.042422265509649,0.03376779531674975,1.0,13,125.0,3.0,1.0,19.02538461538461,3.202741802762158,0.04065059512954978
37.7749,-122.4194,15.0,concrete,37.7849,-122.4094,20.0,aluminum,False,0.1,1.0,30.0,10.0,1310.0,25.0,1.4173252285675964,0.20212559783278145,1417.3340479697047,24.534603426409326,0.46539657359067377,54.534603426409326,True,0.5338478693373749,0.4607851299037251,0.004261433234170287,0.0003500104527787933,6.403993563754824,0.46539657359067416,0.1,0.3180513919953392,3.180513919953392,-0.5596288975560385,0.873192827839183,7,65.0,0.09999999999999999,1.0,11.633571428571486,0.031944098449992436,0.96856072461164
37.7749,-122.4194,75.0,white_paint,37.7849,-122.4094,75.0,steel,False,2.0,50.0,50.0,30.0,1550.0,10.0,1.4173252285675964,0.0,1417.3252285675962,6.0673414441572335,3.9326585558427665,36.067341444157236,True,0.6352455909851301,3.8507965055873017,0.08177582052467594,8.62297307897864e-05,6.065085337936554,3.932658555842768,0.1,0.30205388458459653,3.020538845845965,-0.03572469476120954,0.5741943182151235,13,125.0,2.0,50.0,30.440769230769206,0.998280122416293,0.3685126931776894
37.7749,-122.4194,40.0,white_paint,37.7849,-122.4094,50.0,steel,False,3.0,0.5,35.0,40.0,850.0,10.0,1.4173252285675964,0.4042461648560472,1417.360505846762,-7.52208927102658,17.52208927102658,22.47791072897342,True,0.5451573797829629,17.51889643818808,0.0019071085920288587,0.0012857242464694336,11.605632117686733,17.522089271026577,0.1,0.6608719984924238,6.608719984924238,0.012362533300996702,0.8343326846242426,9,90.0,3.0,0.5,39.551111111111084,2.305718523234888,0.09968714738281716
37.7749,-122.4194,40.0,black_paint,37.7849,-122.4094,10.0,aluminum,False,3.0,5.0,40.0,35.0,850.0,25.0,1.4173252285675964,-1.2125775507233312,1417.642692477265,7.458091158934684,17.541908841065315,37.458091158934685,True,0.5,17.522384328767526,0.01821637169239427,0.0013081406053967745,11.606906766963414,17.541908841065315,0.1,0.660983664211022,6.609836642110219,-0.06718051203795049,1.0,9,90.0,3.0,5.0,35.43999999999994,2.3078664299129974,0.09947325848216239
37.7749,-122.4194,75.0,steel,37.7849,-122.4094,100.0,wood,False,2.0,20.0,40.0,10.0,1550.0,20.0,1.4173252285675964,1.01052738874752,1417.5456971590684,16.113947938851865,3.886052061148135,46.113947938851865,True,0.5893097813523066,3.851395506906491,0.03456438649140387,9.216775023665825e-05,6.065764318721456,3.8860520611481317,0.1,0.30208531458699683,3.0208531458699683,-0.045090553575855306,0.6969003937203797,13,125.0,2.0,20.0,10.963846153846134,0.9862959382334036,0.372955586216559
37.7749,-122.4194,50.0,white_paint,37.7849,-122.4094,100.0,white_paint,False,0.5,10.0,0.0,35.0,1310.0,20.0,1.4173252285675964,2.020426489263847,1418.206897294675,18.4766162866264,1.523383713373601,48.476616286626395,True,0.5287097144498227,1.4984739226389652,0.024702244628759085,0.0002075461058755618,5.490645956948638,1.5233837133735997,0.1,0.27632432689455544,2.7632432689455544,0.05170939926080528,0.8913970609384465,10,100.0,0.5,10.0,33.037499999999966,0.24733524465700404,0.7808788641783997
37.7749,-122.4194,50.0,concrete,37.7849,-122.4094,5.0,white_paint,False,2.0,1.0,10.0,30.0,1550.0,25.0,1.4173252285675964,-1.8185270302069108,1418.0394224189217,20.181384016869295,4.818615983130705,50.181384016869295,True,0.6538655978625341,4.81592116489249,0.002586556124366676,0.00010826211384693565,7.095506848103073,4.818615983130704,0.1,0.3526946250750519,3.5269462507505187,0.06714416665153587,0.5293662845529238,10,100.0,2.0,1.0,28.987499999999955,0.7824375967016722,0.4572899631143521
37.7749,-122.4194,75.0,concrete,37.7849,-122.4094,5.0,concrete,False,0.0,10.0,35.0,20.0,850.0,20.0,1.4173252285675964,-2.8274726273280875,1419.0527839140407,20.0,0.0,50.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,1.0,13,125.0,0.0,10.0,20.40230769230766,0.0068154929384528894,0.9932076798589787
37.7749,-122.4194,20.0,black_paint,37.7849,-122.4094,5.0,white_paint,False,0.2,0.0,40.0,35.0,1310.0,25.0,1.4173252285675964,-0.6063566710115278,1417.4046012110264,24.143914938197103,0.8560850618028972,54.1439149381971,True,0.6008461539266787,0.8557864106105778,0.0,0.0002986511923220695,6.074423677024818,0.8560850618028999,0.1,0.3024863716015752,3.024863716015752,-0.25644898963339535,0.6643195491304252,7,70.0,0.19999999999999998,0.0,35.70500000000004,0.06814501949379483,0.9341249974198421
37.7749,-122.4194,75.0,concrete,37.7849,-122.4094,10.0,wood,False,0.1,0.5,25.0,0.0,1550.0,15.0,1.4173252285675964,-2.625803809951218,1418.8149292751993,14.806082655631066,0.19391734436893415,44.806082655631066,True,0.6036720423255536,0.19274219711906665,0.0010791483285126407,9.599892135579466e-05,3.904294904274297,0.19391734436893507,0.1,0.21350519434201598,2.1350519434201596,-0.07020296270053689,0.6565285948106095,13,125.0,0.10000000000000002,0.5,0.786923076923074,0.049172869144113306,0.9520165411881204
37.7749,-122.4194,100.0,steel,37.7849,-122.4094,15.0,black_paint,False,1.0,50.0,40.0,25.0,850.0,30.0,1.4173252285675964,-3.432038736400709,1419.8717560167852,26.384659523597577,3.615340476402423,56.38465952359758,True,0.5,3.5099872116594217,0.10454312221606041,0.0008101425269394355,5.471102944768607,3.6153404764024217,0.1,0.27547855936945287,2.7547855936945287,-0.03248351050709508,1.0,15,150.0,1.0,50.0,25.218333333333305,1.3191615442628657,0.2673593770177539
37.7749,-122.4194,50.0,white_paint,37.7849,-122.4094,5.0,white_paint,False,0.5,10.0,25.0,25.0,850.0,30.0,1.4173252285675964,-1.8185270302069108,1418.0394224189217,27.33734252266515,2.66265747733485,57.33734252266515,True,0.5554905173768504,2.629093200087125,0.03234709659891093,0.0012171806488145956,6.071286993681902,2.6626574773348506,0.1,0.30234105034801845,3.0234105034801844,-0.008484602544139956,0.800210748371047,10,100.0,0.5,10.0,24.787499999999966,0.43235685144373626,0.6489777467129932
37.7749,-122.4194,15.0,black_paint,37.7849,-122.4094,10.0,aluminum,False,1.0,1.0,30.0,30.0,1310.0,15.0,1.4173252285675964,-0.20212559783278145,1417.3340479697047,10.387560353796763,4.612439646203237,40.387560353796765,True,0.6313530954461725,4.607851299037248,0.004261433234170287,0.0003269139318173123,8.3685299374817,4.612439646203236,0.1,0.4241510891143034,4.241510891143034,-0.16713639196442792,0.5838997340993592,7,65.0,1.0,1.0,30.347857142857208,0.3165926053070828,0.7286275336589233
37.7749,-122.4194,30.0,concrete,37.7849,-122.4094,10.0,aluminum,False,3.0,10.0,40.0,0.0,1310.0,15.0,1.4173252285675964,-0.8084520877431657,1417.4663324164667,3.7361579459249823,11.263842054075017,33.73615794592498,True,0.5,11.232685827063628,0.030861681891385287,0.00029454512000101304,10.046158109181395,11.263842054075015,0.1,0.5358254409488804,5.358254409488803,-0.4051295961337816,1.0,8,80.0,3.0,10.0,2.6224999999999454,1.1710335469699422,0.31004632816665867
37.7749,-122.4194,100.0,aluminum,37.7849,-122.4094,75.0,steel,False,0.1,1.0,40.0,35.0,1310.0,25.0,1.4173252285675964,-1.01052738874752,1417.5456971590684,24.798311295001653,0.20168870499834668,54.79831129500165,True,0.656237110624664,0.19970337336006502,0.001846896822365442,0.0001384348159188209,3.3611959205528956,0.2016887049983493,0.1,0.19450304647727124,1.9450304647727124,-0.007938255904090748,0.5238394534684455,15,150.0,0.10000000000000003,1.0,34.751666666666665,0.07371278335419433,0.928938462118558
37.7749,-122.4194,15.0,aluminum,37.7849,-122.4094,5.0,black_paint,False,1.0,1.0,20.0,0.0,1310.0,15.0,1.4173252285675964,-0.4042461648560472,1417.360505846762,10.387438337654512,4.612561662345488,40.387438337654515,True,0.5547837274824261,4.607937315430732,0.004261512783855147,0.0003628341309006602,8.368630210841465,4.612561662345487,0.1,0.42415714015758144,4.241571401575814,-0.4636949408743289,0.8025042020210967,7,65.0,1.0,1.0,1.3192857142857406,0.316594966679113,0.7286258131002763
37.7749,-122.4194,100.0,steel,37.7849,-122.4094,10.0,white_paint,False,0.2,5.0,50.0,25.0,1550.0,15.0,1.4173252285675964,-3.633397521377634,1420.1798490100432,14.670540661293705,0.32945933870629496,44.67054066129371,True,0.6138725654312943,0.3215460296646464,0.007840025817825436,7.328322382263025e-05,3.366373712695339,0.32945933870629446,0.1,0.19467865660066955,1.9467865660066954,-0.04827033509024131,0.6290025916004578,15,150.0,0.20000000000000007,5.0,25.551666666666677,0.1201866631930486,0.8867548967670483
37.7749,-122.4194,15.0,steel,37.7849,-122.4094,5.0,steel,False,3.0,0.0,25.0,20.0,850.0,30.0,1.4173252285675964,-0.4042461648560472,1417.360505846762,5.741159157648506,24.258840842351493,35.741159157648504,True,0.5,24.256933529798882,0.0,0.001907312552611669,13.77366331474974,24.258840842351493,0.1,0.8765919979125868,8.765919979125867,-0.2238339321925691,1.0,7,65.0,3.0,0.0,20.533571428571406,1.6650679901784793,0.18917779531265178
37.7749,-122.4194,30.0,white_paint,37.7849,-122.4094,30.0,black_paint,False,0.1,1.0,25.0,25.0,850.0,30.0,1.4173252285675964,0.0,1417.3252285675962,29.33730521174943,0.6626947882505689,59.33730521174943,True,0.5542120447981258,0.6569422651139396,0.004231813615075793,0.0015207095215542298,5.510042827211249,0.6626947882505696,0.1,0.2771656535709496,2.7716565357094956,-0.010600411605328573,0.8043635272565296,8,80.0,0.1,1.0,24.872499999999945,0.06890311955023457,0.9334171055669063
37.7749,-122.4194,5.0,black_paint,37.7849,-122.4094,5.0,steel,False,0.2,50.0,40.0,20.0,1310.0,15.0,1.4173252285675964,0.0,1417.3252285675962,13.70342254770369,1.2965774522963098,43.70342254770369,True,0.5144085453919429,1.0891217117298255,0.20707380195685982,0.00038193860962460103,7.19093286324751,1.29657745229631,0.1,0.3576954961031994,3.5769549610319937,0.0,0.9439801476044121,6,55.0,0.19999999999999998,50.0,22.137500000000045,0.06371983593267205,0.9382678316429096
37.7749,-122.4194,100.0,wood,37.7849,-122.4094,30.0,aluminum,False,0.0,20.0,50.0,15.0,850.0,10.0,1.4173252285675964,-2.8274726273280875,1419.0527839140407,10.0,0.0,40.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,1.0,15,150.0,0.0,20.0,15.87166666666667,0.015844700798623098,0.9842801661102708
37.7749,-122.4194,15.0,concrete,37.7849,-122.4094,5.0,wood,False,0.1,5.0,40.0,40.0,850.0,10.0,1.4173252285675964,-0.4042461648560472,1417.360505846762,9.164432428534472,0.8355675714655284,39.16443242853447,True,0.5224793247051353,0.8085644509932959,0.025217647838660026,0.0017854726335727372,6.404078135278725,0.8355675714655286,0.1,0.3180554624379634,3.1805546243796337,-0.1235284194711067,0.9139513330299849,7,65.0,0.09999999999999999,5.0,40.20500000000004,0.05735097155345929,0.9442626018898395
37.7749,-122.4194,50.0,concrete,37.7849,-122.4094,5.0,white_paint,False,3.0,2.0,50.0,25.0,1310.0,20.0,1.4173252285675964,-1.8185270302069108,1418.0394224189217,11.004648619752013,8.995351380247987,41.00464861975201,True,0.5375838283799834,8.989781814580743,0.005353818272847834,0.00021574739439762645,8.767703003851965,8.995351380247989,0.1,0.448801318197118,4.48801318197118,-0.1455617467113024,0.8601750038008292,10,100.0,3.0,2.0,26.237499999999955,1.4606476036354556,0.2320859263622884
